,transactionid,accountid,transactionamount,transactiondate,transactiontype,location,deviceid,ip_address,merchantid,channel,customerage,customeroccupation,transactionduration,loginattempts,accountbalance,previoustransactiondate,transaction_hour,transaction_day,is_senior_citizen,amount_category
1472,TX002067,AC00310,258.7,2023-02-22 17:12:00, Debit ,Charlotte,D000285,161.71.2.223,M035,ATM,27,Student,123,1,1358.37,2024-11-04 08:06:00,17,Wednesday,0,Medium
1473,TX000824,AC00039,4.15,2023-10-19 16:34:00, Credit ,Omaha,D000214,166.41.54.117,M019,Branch,60,Retired,119,1,6017.36,2024-11-04 08:09:00,16,Thursday,1,Low
1474,TX000529,AC00339,42.55,2023-03-31 18:57:00,Debit,Seattle,D000034,40.192.99.27,M013,Branch,53,Engineer,29,1,7341.43,2024-11-04 08:10:00,18,Friday,0,Low
1476,TX000954,AC00187,119.95,2023-04-10 17:53:00, Credit ,Philadelphia,D000292,214.32.109.197,M092,Branch,62,Retired,47,5,2596.61,2024-11-04 08:10:00,17,Monday,1,Medium
1477,TX000883,AC00474,119.01,2023-03-13 17:26:00,Debit, Philadelphia ,D000418,14.200.197.126,M069,ATM,45,Doctor,87,1,"$9,798.26",2024-11-04 08:09:00,17,Monday,0,Medium
1478,TX002201,AC00219,68.68,2023-09-18 16:15:00,Debit,Sacramento,D000362,195.226.203.234,M094,Online,49,Engineer,141,1,4718.51,2024-11-04 08:06:00,16,Monday,0,Low
1479,TX002384,AC00342,331.38,2023-05-30 17:13:00,Debit,Miami,D000621,19.20.13.234,M051,ATM,42,Engineer,122,1,844.55,2024-11-04 08:08:00,17,Tuesday,0,High
1480,TX002189,AC00115,85.01,2023-01-23 18:35:00,Credit, Portland ,,218.54.207.160,M014,ATM,25,Student,157,1,1299.4,2024-11-04 08:08:00,18,Monday,0,Low
1481,TX001749,AC00142,504.12,2023-04-14 17:35:00, Credit , Baltimore ,D000248,104.80.232.55,M008,Branch,25,Student,101,1,"$1,107.28",2024-11-04 08:10:00,17,Friday,0,High
1482,TX000551,AC00356,77.43,2023-01-19 16:11:00,Debit,Raleigh,D000403,100.137.90.188,M047,Online,21, Student ,169,1,"$1,380.21",2024-11-04 08:06:00,16,Thursday,0,Low
1483,TX001497,AC00130,,2023-09-05 16:52:00,Debit,Raleigh,D000064,12.246.170.239,M034,Branch,23,Student,15,1,1711.78,2024-11-04 08:12:00,16,Tuesday,0,
1484,TX000814,AC00319,542.75,2023-12-07 18:28:00,Credit, Nashville ,D000641,82.115.199.37,M045,Branch,70, Retired ,63,1,2224.08,2024-11-04 08:08:00,18,Thursday,1,High
1485,TX000031,AC00367,28.31,2023-07-17 17:49:00, Credit ,Miami,D000587,35.67.21.23,M091,Online,59, Doctor ,20,1,"$8,334.47",2024-11-04 08:09:00,17,Monday,0,Low
1486,TX000562,AC00301,119.89,2023-12-19 17:11:00, Debit ,Tucson,D000013,166.79.195.157,M004,ATM,67, Doctor ,60,1,6697.77,2024-11-04 08:09:00,17,Tuesday,1,Medium
1487,TX002492,AC00493,165.31,2023-04-03 16:05:00,Debit,Boston,D000353,72.192.101.196,M059,ATM,49,Doctor,28,1,7346.66,2024-11-04 08:10:00,16,Monday,0,Medium
1488,TX000309,AC00067,20.28,2023-07-19 17:42:00,Debit,Oklahoma City,D000585,150.83.4.238,M047,Online,36,Engineer,213,1,2047.83,2024-11-04 08:10:00,17,Wednesday,0,Low
1489,TX000035,AC00365,255.26,2023-10-27 16:42:00,Credit,,D000357,92.214.76.157,M002,Branch,45,Doctor,50,1,14815.87,2024-11-04 08:10:00,16,Friday,0,Medium
1490,TX002188,AC00353,151.37,2023-04-03 16:55:00,Debit, Baltimore ,D000017,104.155.121.252,M044,ATM,54,Engineer,53,1,8356.08,2024-11-04 08:08:00,16,Monday,0,Medium
1491,TX001770,AC00076,168.99,2023-05-01 18:38:00,Debit,Baltimore,D000221,160.74.183.38,M078,ATM,18, Student ,203,1,1523.57,2024-11-04 08:10:00,18,Monday,0,Medium
1492,TX000808,AC00316,668.67,2023-11-07 17:38:00, Debit , Detroit ,D000682,184.59.28.72,M019,Online,44,Doctor,143,4,13446.81,2024-11-04 08:06:00,17,Tuesday,0,High
1493,TX001843,AC00337,878.63,2023-04-06 16:59:00,Debit, Columbus ,D000636,61.95.76.233,M080,ATM,60,Engineer,139,1,4954.37,2024-11-04 08:07:00,16,Thursday,1,High
1494,TX002424,AC00340,332.06,2023-06-21 16:38:00,Debit,Seattle,D000365,94.37.250.128,M086,ATM,29, Doctor ,221,4,"$11,826.52",2024-11-04 08:06:00,16,Wednesday,0,High
1495,TX000836,AC00078,16.73,2023-11-30 17:48:00, Debit ,Omaha,D000660,205.45.234.42,M022,Online,79,Retired,165,1,7591.13,2024-11-04 08:08:00,17,Thursday,1,Low
1496,TX002061,AC00034,72.47,2023-10-17 18:02:00, Debit , Boston ,D000066,89.18.54.235,M083,Online,29,Doctor,72,1,1305.56,2024-11-04 08:11:00,18,Tuesday,0,Low
1498,TX002005,AC00008,,2023-11-21 16:45:00,Debit,San Francisco,D000539,100.128.70.210,M060,ATM,23,Student,99,1,"$1,072.25",2024-11-04 08:12:00,16,Tuesday,0,
1499,TX001536,AC00480,292.95,2023-02-16 16:23:00, Debit , Memphis ,D000456,221.169.49.152,M055,Branch,37,Engineer,56,1,1216.91,2024-11-04 08:11:00,16,Thursday,0,Medium
1500,TX002092,AC00228,1079.11,2023-05-05 16:42:00, Debit , Las Vegas ,D000203,209.214.250.164,M042,Online,53, Engineer ,211,1,2038.31,2024-11-04 08:07:00,16,Friday,0,High
1501,TX001617,AC00114,34.74,2023-04-28 16:03:00,Credit, Portland ,D000142,161.71.2.223,M075,Online,59,Retired,72,1,3736.57,2024-11-04 08:12:00,16,Friday,0,Low
1502,TX000041,AC00421,328.47,2023-07-31 18:39:00, Debit , San Antonio ,D000557,6.234.101.35,M014,ATM,63, Retired ,119,1,4323.66,2024-11-04 08:07:00,18,Monday,1,Medium
1503,TX001145,AC00040,199.8,2023-07-24 16:18:00,Debit,Detroit,D000138,35.246.53.10,M038,ATM,20,Student,163,1,167.28,2024-11-04 08:11:00,16,Monday,0,Medium
1504,TX000904,AC00045,72.68,2023-07-21 17:56:00,Debit, ##### ,D000697,87.234.36.48,M072,Online,69,Retired,44,1,6216.77,2024-11-04 08:10:00,17,Friday,1,Low
1505,TX002477,AC00058,270.39,2023-06-12 17:30:00,Debit,Jacksonville,D000214,111.226.226.202,M006,ATM,25,Student,104,1,899.15,2024-11-04 08:07:00,17,Monday,0,Medium
1506,TX000703,AC00111,21.49,2023-05-04 16:51:00, Debit ,Denver,D000108,60.43.160.195,M050,ATM,58, Doctor ,240,1,11991.24,2024-11-04 08:08:00,16,Thursday,0,Low
1508,TX002327,AC00146,35.98,2023-08-17 16:14:00, Credit , Nashville ,D000662,216.31.34.238,M004,Branch,40,Doctor,133,1,11147.34,2024-11-04 08:06:00,16,Thursday,0,Low
1509,TX001873,AC00203,429.15,2023-03-09 16:21:00,Debit,,D000193,41.0.10.107,M054,Branch,26, Student ,218,1,712.13,2024-11-04 08:11:00,16,Thursday,0,High
1510,TX000572,AC00434,41.49,2023-04-24 16:47:00,Debit,Albuquerque,D000422,32.71.250.58,M027,Online,24, Student ,13,1,928.33,2024-11-04 08:12:00,16,Monday,0,Low
1511,TX000114,AC00121,213.76,2023-03-01 17:52:00, Credit ,Dallas,D000574,51.250.122.123,M009,ATM,78,Retired,282,1,3528.72,2024-11-04 08:09:00,17,Wednesday,1,Medium
1512,TX000653,AC00426,,2023-08-31 16:38:00, Debit ,Raleigh,,20.147.6.179,M038,Branch,43,Engineer,247,1,2620.74,2024-11-04 08:06:00,16,Thursday,0,
1513,TX000812,AC00227,115.22,2023-12-08 17:05:00, Debit ,San Francisco,D000185,76.0.164.168,M063,Branch,27, Engineer ,108,1,906.2,2024-11-04 08:09:00,17,Friday,0,Low
1514,TX001016,AC00416,285.18,2023-03-08 16:39:00,Credit,Sacramento,D000515,110.247.153.70,M084,Branch,55, Doctor ,150,1,14847.97,2024-11-04 08:09:00,16,Wednesday,0,Medium
1515,TX000645,AC00176,159.32,2023-01-16 18:57:00,Debit,Seattle,D000446,37.227.215.145,M033,Branch,18, Student ,100,1,304.44,2024-11-04 08:10:00,18,Monday,0,Medium
1516,TX001075,AC00248,44.54,2023-10-16 16:23:00, Debit , San Antonio ,D000046,81.67.222.238,M048,ATM,31,Engineer,164,1,362.4,2024-11-04 08:07:00,16,Monday,0,Low
1517,TX000218,AC00108,134.7,2023-08-21 16:03:00, Debit ,Fort Worth,D000637,155.19.119.0,M074,ATM,50,Doctor,106,1,8395.85,2024-11-04 08:11:00,16,Monday,0,Medium
1518,TX000969,AC00487,278.28,2023-10-02 16:20:00, Debit ,Jacksonville,D000038,148.42.122.1,M097,Branch,28,Student,26,1,1346.88,2024-11-04 08:07:00,16,Monday,0,Medium
1519,TX000595,AC00051,312.47,2023-05-02 17:24:00,Debit,,D000658,207.157.126.125,M033,ATM,49,Engineer,148,4,"$9,419.27",2024-11-04 08:08:00,17,Tuesday,0,Medium
1520,TX000588,AC00429,54.25,2023-07-31 16:51:00,Debit,Virginia Beach,D000353,51.250.122.123,M042,Online,68,Doctor,37,1,"$14,783.33",2024-11-04 08:08:00,16,Monday,1,Low
1521,TX000544,AC00316,,2023-11-30 16:51:00,Credit,Chicago,D000061,156.173.170.140,M048,ATM,44,Engineer,100,1,522.08,2024-11-04 08:09:00,16,Thursday,0,
1522,TX000533,AC00077,120.24,2023-08-28 16:52:00,Debit, Milwaukee ,D000570,49.29.37.185,M087,Branch,18,Student,131,2,1943.13,2024-11-04 08:08:00,16,Monday,0,Medium
1523,TX001215,AC00147,50.75,2023-08-14 18:14:00, Debit ,Boston,D000642,157.47.114.20,M018,ATM,62,Doctor,185,1,8271.47,2024-11-04 08:07:00,18,Monday,1,Low
1524,TX000119,AC00085,407.65,2023-07-07 16:11:00,Debit,Boston,D000544,98.255.160.110,M041,Online,26,Engineer,62,1,8346.64,2024-11-04 08:06:00,16,Friday,0,High
1525,TX000957,AC00355,322.48,2023-03-13 16:10:00,Debit,,D000649,210.136.14.108,M066,ATM,27, Student ,57,1,1238.43,2024-11-04 08:11:00,16,Monday,0,Medium
1526,TX000381,AC00329,112.05,2023-10-26 16:16:00,Credit,Phoenix,D000156,116.44.12.250,M078,ATM,26,Student,159,1,1122.88,2024-11-04 08:08:00,16,Thursday,0,Low
1527,TX002205,AC00358,474.77,2023-10-06 18:26:00,Debit,Boston,D000164,65.124.242.67,M038,Online,46,Engineer,284,1,8494.53,2024-11-04 08:06:00,18,Friday,0,High
1528,TX000196,AC00363,3.3,2023-03-27 16:42:00,Credit,Los Angeles,D000215,116.44.12.250,M085,Branch,50,Doctor,131,1,11385.37,2024-11-04 08:10:00,16,Monday,0,Low
1529,TX001682,AC00230,74.11,2023-07-18 16:05:00, Debit ,San Jose,,203.174.215.229,M011,Branch,22,Student,49,1,1257.9,2024-11-04 08:09:00,16,Tuesday,0,Low
1530,TX000555,AC00322,43.73,2023-04-03 16:43:00,Debit,Omaha,D000631,194.88.79.54,M011,ATM,34,Doctor,145,1,9929.43,2024-11-04 08:10:00,16,Monday,0,Low
1531,TX001102,AC00462,47.48,2023-02-20 16:47:00, Debit , El Paso ,D000198,196.244.194.198,M027,Branch,24,Student,66,1,585.52,2024-11-04 08:08:00,16,Monday,0,Low
1533,TX001776,AC00021,486.61,2023-11-28 16:17:00, Credit ,Sacramento,D000334,152.140.239.181,M047,ATM,48, Engineer ,130,1,2006.69,2024-11-04 08:06:00,16,Tuesday,0,High
1534,TX001774,AC00369,169.97,2023-12-07 17:33:00,Credit, San Diego ,,144.228.168.6,M060,ATM,22,Student,12,1,"$6,269.12",2024-11-04 08:09:00,17,Thursday,0,Medium
1535,TX001248,AC00071,,2023-12-25 17:41:00,Debit,Louisville,D000593,113.137.153.101,M049,ATM,67,Retired,52,1,1483.84,2024-11-04 08:09:00,17,Monday,1,
1536,TX001968,AC00203,1001.83,2023-07-17 17:46:00,Debit, Philadelphia ,D000220,89.18.54.235,M051,Online,31,Doctor,55,1,9733.83,2024-11-04 08:11:00,17,Monday,0,High
1537,TX002455,AC00170,106.99,2023-11-24 17:00:00,Debit,,,193.190.29.63,M078,Branch,38,Engineer,152,1,5771.4,2024-11-04 08:10:00,17,Friday,0,Low
1538,TX002204,AC00056,168.34,2023-06-27 18:14:00, Debit ,Phoenix,D000638,81.222.37.186,M068,ATM,64,Retired,240,1,7483.01,2024-11-04 08:11:00,18,Tuesday,1,Medium
1539,TX000059,AC00143,386.52,2023-06-09 16:18:00, Debit ,Indianapolis,D000145,186.54.68.246,M064,Branch,48, Engineer ,28,1,5630.61,2024-11-04 08:07:00,16,Friday,0,High
1541,TX002308,AC00378,,2023-11-16 17:26:00, Debit ,Virginia Beach,D000495,210.98.198.143,M058,ATM,47,Engineer,34,1,"$4,750.96",2024-11-04 08:07:00,17,Thursday,0,
1542,TX000819,AC00366,372.41,2023-06-19 18:12:00,Debit,San Diego,D000362,214.125.131.88,M088,ATM,55,Retired,143,1,3233.87,2024-11-04 08:06:00,18,Monday,0,High
1543,TX002037,AC00427,162.36,2023-11-22 16:10:00,Debit,Tucson,D000315,125.89.163.224,M069,Online,36,Engineer,147,1,7527.04,2024-11-04 08:09:00,16,Wednesday,0,Medium
1544,TX000937,AC00446,662.11,2023-02-02 16:52:00,Debit,Atlanta,,145.246.171.225,M100,Branch,23,Student,219,1,1996.38,2024-11-04 08:07:00,16,Thursday,0,High
1545,TX001670,AC00017,261.63,2023-05-29 18:27:00, Debit ,Chicago,D000622,77.7.223.184,M018,Branch,20, Student ,150,1,$477.03,2024-11-04 08:09:00,18,Monday,0,Medium
1546,TX000516,AC00480,363.53,2023-01-18 17:03:00, Debit , Kansas City ,,134.140.85.231,M068,ATM,63,Retired,142,1,1038.91,2024-11-04 08:10:00,17,Wednesday,1,High
1547,TX000692,AC00418,25.94,2023-10-16 18:53:00, Credit ,San Jose,D000232,42.219.228.159,M003,Online,58,Retired,211,5,4815.11,2024-11-04 08:06:00,18,Monday,0,Low
1548,TX002167,AC00448,222.96,2023-03-23 17:26:00,Credit,Fresno,D000328,203.245.215.62,M073,ATM,65, Doctor ,150,1,"$7,370.41",2024-11-04 08:12:00,17,Thursday,1,Medium
1549,TX000420,AC00480,153.4,2023-03-31 17:36:00,Debit,Mesa,D000599,162.58.247.55,M057,ATM,45, Engineer ,144,1,"$4,657.70",2024-11-04 08:08:00,17,Friday,0,Medium
1550,TX001038,AC00005,107.48,2023-12-04 18:01:00, Debit , Omaha ,D000221,44.73.3.217,M080,Branch,22,Student,129,1,591.23,2024-11-04 08:08:00,18,Monday,0,Low
1551,TX002276,AC00367,490.82,2023-06-01 18:04:00,Debit,Kansas City,D000573,17.36.132.202,M029,ATM,26,Engineer,114,1,8704.27,2024-11-04 08:09:00,18,Thursday,0,High
1552,TX000421,AC00318,946.94,2023-12-11 17:19:00, Debit , Charlotte ,,30.92.249.132,M018,Branch,53,Retired,251,1,5579.11,2024-11-04 08:07:00,17,Monday,0,High
1553,TX000315,AC00371,321.15,2023-02-10 17:06:00,Debit,Los Angeles,D000151,200.164.13.160,M037,Branch,46,Doctor,179,1,7005.05,2024-11-04 08:06:00,17,Friday,0,Medium
1554,TX002485,AC00172,421.56,2023-07-18 17:56:00,Debit, San Jose ,D000056,86.220.59.252,M047,Online,53, Engineer ,144,1,8037.87,2024-11-04 08:10:00,17,Tuesday,0,High
1555,TX002212,AC00235,545.87,2023-01-02 16:31:00,Debit, Miami ,D000676,162.207.77.170,M026,Branch,27, Engineer ,41,1,"$4,860.01",2024-11-04 08:09:00,16,Monday,0,High
1556,TX002206,AC00419,451.7,2023-03-01 16:56:00,Debit,Chicago,D000250,191.91.45.159,M017,Online,29, Engineer ,103,1,8994.67,2024-11-04 08:10:00,16,Wednesday,0,High
1557,TX002029,AC00172,431.31,2023-05-01 16:18:00,Credit,Atlanta,D000363,223.189.165.37,M021,Online,23,Student,99,1,342.73,2024-11-04 08:09:00,16,Monday,0,High
1558,TX001544,AC00362,376.78,2023-08-14 17:25:00,Credit, Nashville ,D000602,81.248.235.147,M061,Online,21,Student,88,1,841.65,2024-11-04 08:07:00,17,Monday,0,High
1559,TX000286,AC00033,,2023-12-19 16:46:00,Debit, San Diego ,D000249,41.0.10.107,M012,ATM,64,Doctor,28,1,8253.52,2024-11-04 08:08:00,16,Tuesday,1,
1560,TX000612,AC00242,35.16,2023-10-25 17:50:00,Debit,Chicago,D000075,195.237.152.198,M029,Branch,32,Engineer,130,1,8459.18,2024-11-04 08:10:00,17,Wednesday,0,Low
1561,TX002124,AC00014,10.3,2023-12-07 16:59:00,Debit,,D000494,150.231.20.169,M022,ATM,47, Engineer ,197,1,"$7,801.32",2024-11-04 08:10:00,16,Thursday,0,Low
1562,TX001368,AC00363,49.62,2023-12-07 16:19:00,Debit, Portland ,D000080,19.228.76.177,M055,ATM,55,Engineer,111,1,3841.42,2024-11-04 08:07:00,16,Thursday,0,Low
1563,TX000851,AC00124,23.4,2023-02-08 18:27:00, Debit ,El Paso,,74.58.165.67,M027,ATM,46,Doctor,175,4,14851.28,2024-11-04 08:07:00,18,Wednesday,0,Low
1564,TX001928,AC00201,91.85,2023-10-16 16:50:00, Debit ,,D000471,64.89.183.39,M040,Online,21,Student,148,1,802.09,2024-11-04 08:12:00,16,Monday,0,Low
1565,TX001752,AC00265,91.9,2023-05-15 16:19:00,Debit, ##### ,D000245,111.78.64.133,M036,Online,77,Retired,125,1,"$1,033.94",2024-11-04 08:10:00,16,Monday,1,Low
1566,TX001980,AC00013,422.81,2023-11-20 16:07:00,Debit, Los Angeles ,D000050,77.92.193.22,M036,Branch,28, Student ,193,1,1929.28,2024-11-04 08:10:00,16,Monday,0,High
1567,TX001719,AC00023,191.89,2023-06-27 16:37:00,Debit,San Antonio,D000004,42.3.3.101,M041,Branch,25, Student ,14,1,399.57,2024-11-04 08:09:00,16,Tuesday,0,Medium
1568,TX002003,AC00245,178.55,2023-12-15 16:16:00,Debit,Houston,,16.250.113.156,M076,Branch,55,Engineer,67,1,"$7,568.40",2024-11-04 08:12:00,16,Friday,0,Medium
1569,TX000620,AC00130,168.54,2023-02-02 16:13:00, Debit , Oklahoma City ,D000467,119.105.89.125,M064,ATM,70, Doctor ,142,2,13406.0,2024-11-04 08:08:00,16,Thursday,1,Medium
1570,TX000865,AC00156,261.14,2023-05-15 18:44:00,Debit, ##### ,D000218,186.135.2.148,M040,ATM,42,Engineer,162,1,6100.08,2024-11-04 08:08:00,18,Monday,0,Medium
1571,TX001624,AC00130,199.37,2023-06-29 17:39:00, Debit , Chicago ,D000413,198.24.183.157,M083,Online,24, Student ,79,1,1331.3,2024-11-04 08:08:00,17,Thursday,0,Medium
1572,TX000639,AC00416,655.15,2023-01-02 16:22:00,Debit,Seattle,D000626,11.167.243.171,M083,ATM,26,Engineer,264,1,5587.44,2024-11-04 08:07:00,16,Monday,0,High
1573,TX002230,AC00332,424.47,2023-02-27 16:05:00, Debit , Oklahoma City ,D000419,151.247.130.190,M050,Online,22,Student,116,1,"$5,491.55",2024-11-04 08:08:00,16,Monday,0,High
1574,TX001923,AC00499,242.17,2023-06-08 16:28:00, Debit ,Jacksonville,D000442,111.226.226.202,M032,ATM,60,Doctor,147,1,883.72,2024-11-04 08:10:00,16,Thursday,1,Medium
1575,TX002491,AC00265,162.1,2023-12-04 16:14:00,Debit,Baltimore,D000427,193.190.29.63,M018,Branch,64,Doctor,221,1,9578.74,2024-11-04 08:11:00,16,Monday,1,Medium
1576,TX001656,AC00292,410.4,2023-05-19 16:00:00,Credit,Virginia Beach,D000534,181.223.246.123,M021,ATM,61, Retired ,78,1,2563.91,2024-11-04 08:09:00,16,Friday,1,High
1577,TX000978,AC00033,397.01,2023-08-07 17:45:00,Debit, Los Angeles ,D000044,92.180.81.50,M058,ATM,22,Student,100,1,719.52,2024-11-04 08:06:00,17,Monday,0,High
1578,TX000634,AC00215,135.57,2023-06-14 17:17:00,Credit,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64,2024-11-04 08:11:00,17,Wednesday,0,Medium
1579,TX000012,AC00459,190.02,2023-02-06 17:30:00,Debit,Memphis,D000589,116.175.11.222,M030,Online,21,Student,173,1,1528.81,2024-11-04 08:07:00,17,Monday,0,Medium
1580,TX000220,AC00417,361.27,2023-01-06 17:01:00,Debit, Omaha ,D000676,78.100.105.143,M088,ATM,63,Doctor,180,1,7945.57,2024-11-04 08:10:00,17,Friday,1,High
1581,TX002242,AC00292,237.0,2023-02-10 16:50:00, Debit ,Tucson,D000277,203.170.198.177,M076,Online,49,Doctor,115,1,"$14,021.40",2024-11-04 08:08:00,16,Friday,0,Medium
1582,TX000579,AC00296,48.85,2023-12-08 16:45:00, Debit , Dallas ,D000645,68.254.244.208,M049,ATM,19,Student,176,1,1503.56,2024-11-04 08:07:00,16,Friday,0,Low
1583,TX001020,AC00209,428.61,2023-10-09 16:00:00,Debit,Fresno,D000273,6.204.110.7,M049,Branch,51,Retired,131,1,2116.36,2024-11-04 08:07:00,16,Monday,0,High
1585,TX000277,AC00403,167.14,2023-04-24 18:33:00, Debit ,Denver,,125.89.163.224,M049,Online,76,Retired,20,1,3877.73,2024-11-04 08:06:00,18,Monday,1,Medium
1586,TX000855,AC00302,50.63,2023-05-24 16:21:00, Debit ,Columbus,D000314,9.230.41.239,M045,Online,64,Retired,143,1,4732.81,2024-11-04 08:12:00,16,Wednesday,1,Low
1587,TX000775,AC00061,27.21,2023-06-14 16:34:00,Debit, San Jose ,D000700,28.149.72.129,M050,ATM,79,Retired,102,1,3520.61,2024-11-04 08:06:00,16,Wednesday,1,Low
1588,TX002175,AC00399,16.52,2023-01-04 17:00:00,Credit,Boston,,165.35.58.173,M093,Online,25,Student,135,1,835.53,2024-11-04 08:07:00,17,Wednesday,0,Low
1589,TX002132,AC00372,218.57,2023-10-16 16:30:00,Credit,Memphis,D000095,110.64.1.201,M004,Branch,62,Doctor,102,1,13869.86,2024-11-04 08:08:00,16,Monday,1,Medium
1590,TX001170,AC00477,,2023-02-06 16:07:00,Debit,Fort Worth,D000144,104.155.121.252,M002,Branch,41, Doctor ,134,1,"$10,922.78",2024-11-04 08:08:00,16,Monday,0,
1591,TX002373,AC00260,95.23,2023-10-16 18:47:00,Debit,Denver,D000287,5.252.94.135,M077,Online,20,Student,60,3,966.88,2024-11-04 08:11:00,18,Monday,0,Low
1592,TX001049,AC00407,,2023-01-16 16:50:00,Debit,New York,D000505,119.43.28.203,M065,Branch,46,Doctor,98,1,7255.49,2024-11-04 08:07:00,16,Monday,0,
1593,TX001365,AC00305,16.55,2023-09-11 17:05:00,Debit, Tucson ,D000477,214.32.109.197,M009,Branch,26,Engineer,159,1,6089.79,2024-11-04 08:08:00,17,Monday,0,Low
1594,TX001295,AC00213,91.38,2023-04-03 16:41:00,Debit,Jacksonville,D000609,163.129.70.210,M013,ATM,65,Retired,179,1,2402.58,2024-11-04 08:06:00,16,Monday,1,Low
1595,TX002475,AC00302,865.17,2023-12-07 17:13:00,Debit,Houston,D000381,77.21.150.75,M009,Branch,24,Student,161,1,"$9,297.50",2024-11-04 08:10:00,17,Thursday,0,High
1596,TX001263,AC00322,440.03,2023-11-29 16:11:00, Debit ,San Jose,D000569,5.74.9.122,M099,Online,49, Engineer ,88,1,1490.44,2024-11-04 08:10:00,16,Wednesday,0,High
1597,TX002179,AC00220,38.41,2023-04-11 16:06:00, Debit , ##### ,D000449,158.135.64.240,M068,ATM,40,Doctor,117,1,9129.68,2024-11-04 08:07:00,16,Tuesday,0,Low
1598,TX001025,AC00361,126.6,2023-05-26 16:00:00,Debit,San Antonio,D000634,221.206.44.63,M031,Branch,22,Student,146,1,961.65,2024-11-04 08:08:00,16,Friday,0,Medium
1599,TX000001,AC00128,14.09,2023-04-11 16:29:00,Debit, San Diego ,D000380,162.198.218.92,M015,ATM,70,Doctor,81,1,5112.21,2024-11-04 08:08:00,16,Tuesday,1,Low
1600,TX000711,AC00390,115.32,2023-07-25 17:24:00,Debit,Denver,D000663,211.45.75.44,M075,Branch,53,Retired,113,1,"$5,929.08",2024-11-04 08:08:00,17,Tuesday,0,Low
1601,TX000130,AC00320,1036.66,2023-07-11 16:39:00, Debit , San Antonio ,D000015,53.218.177.171,M062,Branch,58, Doctor ,144,1,5541.57,2024-11-04 08:09:00,16,Tuesday,0,High
1602,TX000438,AC00080,165.25,2023-11-24 17:11:00, Debit ,Sacramento,,70.130.169.235,M025,Online,35,Doctor,106,1,"$9,939.94",2024-11-04 08:11:00,17,Friday,0,Medium
1603,TX001435,AC00346,180.46,2023-03-13 16:26:00,Debit, Fresno ,D000456,147.114.91.132,M001,ATM,25,Student,34,1,831.75,2024-11-04 08:11:00,16,Monday,0,Medium
1604,TX002221,AC00095,395.77,2023-02-27 16:24:00,Credit,El Paso,D000281,113.201.172.36,M095,Branch,43,Doctor,118,1,6425.99,2024-11-04 08:08:00,16,Monday,0,High
1605,TX000365,AC00272,110.17,2023-09-07 16:08:00,Debit, Raleigh ,D000046,156.235.3.171,M054,ATM,30, Engineer ,137,1,$464.20,2024-11-04 08:12:00,16,Thursday,0,Low
1606,TX002088,AC00449,98.24,2023-04-10 17:58:00,Debit, Mesa ,D000005,193.190.29.63,M031,Online,28, Student ,148,1,580.66,2024-11-04 08:08:00,17,Monday,0,Low
1607,TX002498,AC00030,348.17,2023-05-10 17:56:00, Debit , El Paso ,D000269,82.51.236.134,M072,ATM,21, Student ,181,1,1887.84,2024-11-04 08:11:00,17,Wednesday,0,High
1608,TX001848,AC00301,505.6,2023-02-14 17:56:00,Debit, Denver ,D000331,104.155.121.252,M021,Branch,52,Retired,183,1,"$5,347.57",2024-11-04 08:10:00,17,Tuesday,0,High
1609,TX000334,AC00187,118.77,2023-10-02 17:44:00, Debit ,Atlanta,D000310,104.80.232.55,M066,Branch,55, Engineer ,123,1,2104.82,2024-11-04 08:10:00,17,Monday,0,Medium
1610,TX001818,AC00222,,2023-05-01 16:43:00,Debit,Seattle,D000563,106.244.1.47,M026,Online,68,Doctor,139,1,7006.46,2024-11-04 08:07:00,16,Monday,1,
1611,TX001023,AC00246,77.25,2023-12-22 17:49:00,Debit, Virginia Beach ,,45.182.28.148,M059,Branch,68,Doctor,157,1,14077.97,2024-11-04 08:07:00,17,Friday,1,Low
1612,TX000090,AC00437,392.96,2023-11-20 16:28:00,Debit,Kansas City,D000141,186.54.68.246,M022,Online,24,Student,100,1,$791.65,2024-11-04 08:08:00,16,Monday,0,High
1613,TX001525,AC00323,43.88,2023-11-13 17:43:00, Credit ,Seattle,D000349,139.23.212.102,M038,Online,26,Student,251,1,1644.09,2024-11-04 08:08:00,17,Monday,0,Low
1614,TX000369,AC00327,283.81,2023-03-09 16:31:00, Debit ,San Diego,,64.57.44.102,M046,Branch,28,Student,29,1,1519.35,2024-11-04 08:10:00,16,Thursday,0,Medium
1615,TX000792,AC00339,64.5,2023-08-17 18:32:00,Debit,Denver,D000076,18.72.115.111,M062,ATM,74,Retired,230,1,1351.24,2024-11-04 08:08:00,18,Thursday,1,Low
1617,TX000099,AC00453,147.62,2023-09-01 17:26:00,Debit,Charlotte,D000093,149.84.108.18,M028,Branch,71, Retired ,133,1,2115.8,2024-11-04 08:07:00,17,Friday,1,Medium
